Surname,Firstname,NRS,Box number,Full Name,Year appointed silk,Date of correspondence,Digital ID,Archives Investigator link
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,20 Oct 1950,NRS302_333_a127_10_42917_[57]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,03 Jul 1950,NRS302_333_a127_10_42917_[57]_00012,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,22 Sep 1950,NRS302_333_a127_10_42917_[57]_00013,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,22 Sep 1950,NRS302_333_a127_10_42917_[57]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,20 Mar 1950,NRS302_333_a127_10_42917_[57]_00015,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,13 Jan 1950,NRS302_333_a127_10_42917_[57]_00016,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,16 Dec 1949,NRS302_333_a127_10_42917_[57]_00017a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,21 Dec 1949,NRS302_333_a127_10_42917_[57]_00017b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
McLelland,Charles,NRS302_333,10/42917B,Charles McLelland,1950,21 Dec 1949,NRS302_333_a127_10_42917_[57]_00018,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\42 
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,18 Jul 1949,NRS302_333_a127_10_42917_[53]_00001a,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,03 Aug 1949,NRS302_333_a127_10_42917_[53]_00001b,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,23 Sep 1949,NRS302_333_a127_10_42917_[53]_00002,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,25 Aug 1949,NRS302_333_a127_10_42917_[53]_00003,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,21 Sep 1949,NRS302_333_a127_10_42917_[53]_00004,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,19 Sep 1949,NRS302_333_a127_10_42917_[53]_00005,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,19 Sep 1949,NRS302_333_a127_10_42917_[53]_00006,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,25 Aug 1949,NRS302_333_a127_10_42917_[53]_00007,
Meyers,Frederick George,NRS302_333,10/42917B,Frederick George Meyers,1949,03 Aug 1949,NRS302_333_a127_10_42917_[53]_00008,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,21 Nov 1945,NRS302_333_a127_10_42917_[47]_00013,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,17 Dec 1940,NRS302_333_a127_10_42917_[29]_00041,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00025,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,06 Jan 1941,NRS302_333_a127_10_42917_[29]_00027,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00030,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,16 Dec 1940,NRS302_333_a127_10_42917_[29]_00033,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,18 Dec 1940,NRS302_333_a127_10_42917_[29]_00037,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,13 Dec 1940,NRS302_333_a127_10_42917_[29]_00014,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,09 Dec 1940,NRS302_333_a127_10_42917_[29]_00015a,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,09 Dec 1940,NRS302_333_a127_10_42917_[29]_00015b,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,16 Dec 1940,NRS302_333_a127_10_42917_[29]_00016,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,11 Dec 1940,NRS302_333_a127_10_42917_[29]_00017,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,16 Dec 1940,NRS302_333_a127_10_42917_[29]_00022,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00023,
Miller,Eric Stanislaus,NRS302_333,10/42917B,Eric Stanislaus Miller,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00024,
Miller,George,NRS302_333,10/42918,George Miller,,05 Feb 1904,NRS302_333_a127_10_42918_[04]_00011,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,01 Feb 1911,NRS302_333_a127_10_42917_[17]_00001,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,25 Aug 1910,NRS302_333_a127_10_42917_[17]_00003a,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,25 Aug 1910,NRS302_333_a127_10_42917_[17]_00003b,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,25 Aug 1910,NRS302_333_a127_10_42917_[17]_00003c,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,21 Sep 1910,NRS302_333_a127_10_42917_[17]_00004,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,18 Jul 1910,NRS302_333_a127_10_42917_[17]_00009,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,11 Jul 1910,NRS302_333_a127_10_42917_[17]_00010a,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,11 Jul 1910,NRS302_333_a127_10_42917_[17]_00010b,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,02 Aug 1910,NRS302_333_a127_10_42917_[17]_00011a,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,02 Aug 1910,NRS302_333_a127_10_42917_[17]_00011b,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,23 Feb 1911,NRS302_333_a127_10_42917_[17]_00012a,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,23 Feb 1911,NRS302_333_a127_10_42917_[17]_00012b,
Mitchell,E.F.,NRS302_333,10/42917A,E.F. Mitchell,,23 Feb 1911,NRS302_333_a127_10_42917_[17]_00013,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,,NRS302_333_a127_10_42917_[06]_00005,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,29 Apr 1925,NRS302_333_a127_10_42917_[06]_00014,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,01 Apr 1925,NRS302_333_a127_10_42917_[06]_00018,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,02 Apr 1925,NRS302_333_a127_10_42917_[06]_00019,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,03 Apr 1925,NRS302_333_a127_10_42917_[06]_00020,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,29 Apr 1925,NRS302_333_a127_10_42917_[06]_00012,
Mitchell,Ernest Meyer,NRS302_333,10/42917A,Ernest Meyer Mitchell,1925,23 Apr 1925,NRS302_333_a127_10_42917_[06]_00003,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00014,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00015,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00005,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00013,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00001,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00002,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00003,
Mocatta,William Hugh,NRS302_333,10/42918,William Hugh Mocatta,1920,,NRS302_333_a127_10_42918_[17]_00004,
Molloy,J.F. ,NRS302_333,10/42917B,J.F. Molloy,,27 Oct 1943,NRS302_333_a127_10_42917_[38]_00042,
Molloy,J.F. ,NRS302_333,10/42917B,J.F. Molloy,,06 Dec 1944,NRS302_333_a127_10_42917_[39]_00006,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,25 Jul 1949,NRS302_333_a127_10_42917_[54]_00001,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,04 Oct 1949,NRS302_333_a127_10_42917_[54]_00002,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,25 Aug 1949,NRS302_333_a127_10_42917_[54]_00003,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,22 Sep 1949,NRS302_333_a127_10_42917_[54]_00004,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,21 Sep 1949,NRS302_333_a127_10_42917_[54]_00005,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,19 Sep 1949,NRS302_333_a127_10_42917_[54]_00006,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,19 Sep 1949,NRS302_333_a127_10_42917_[54]_00007,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,25 Aug 1949,NRS302_333_a127_10_42917_[54]_00008,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,25 Jul 1949,NRS302_333_a127_10_42917_[54]_00009,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,12 Jul 1949,NRS302_333_a127_10_42917_[54]_00010a,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,12 Jul 1949,NRS302_333_a127_10_42917_[54]_00010b,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,26 Jul 1949,NRS302_333_a127_10_42917_[54]_00010c,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,18 Jul 1949,NRS302_333_a127_10_42917_[54]_00011,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,18 Jul 1949,NRS302_333_a127_10_42917_[54]_00012,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,14 Jul 1949,NRS302_333_a127_10_42917_[54]_00013,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,15 Jul 1949,NRS302_333_a127_10_42917_[54]_00014,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,15 Jul 1949,NRS302_333_a127_10_42917_[54]_00015,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,05 Jul 1949,NRS302_333_a127_10_42917_[54]_00016,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,11 Jul 1949,NRS302_333_a127_10_42917_[54]_00017,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,11 Jul 1949,NRS302_333_a127_10_42917_[54]_00018,
Monahan,Robert Vincent,NRS302_333,10/42917B,Robert Vincent Monahan,1949,11 Jul 1949,NRS302_333_a127_10_42917_[54]_00019,
Monahan,William Willis,NRS302_333,10/42917A,William Willis Monahan,1927,01 Jan 1927,NRS302_333_a127_10_42917_[15]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00009,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00010a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00010b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00010c,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Monahan,William Willis,NRS302_333,10/42918,William Willis Monahan,1927,,NRS302_333_a127_10_42918_[19]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\268
Moors,M.C.,NRS302_333,10/42917B,M.C. Moors,,17 Nov 1942,NRS302_333_a127_10_42917_[36]_00003a,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,03 Jul 1950,NRS302_333_a127_10_42917_[56]_00001,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,22 Sep 1950,NRS302_333_a127_10_42917_[56]_00002,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,22 Sep 1950,NRS302_333_a127_10_42917_[56]_00003,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,08 Feb 1950,NRS302_333_a127_10_42917_[56]_00004,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,09 Feb 1950,NRS302_333_a127_10_42917_[56]_00005,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,29 Sep 1950,NRS302_333_a127_10_42917_[57]_00001,
Moverley,Arthur John,NRS302_333,10/42917B,Arthur John Moverley,1950,29 Sep 1950,NRS302_333_a127_10_42917_[57]_00002,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00024,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00023,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,16 Dec 1940,NRS302_333_a127_10_42917_[29]_00022,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,13 Dec 1940,NRS302_333_a127_10_42917_[29]_00014,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,20 Nov 1940,NRS302_333_a127_10_42917_[29]_00005,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,22 Nov 1940,NRS302_333_a127_10_42917_[29]_00006,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,16 Dec 1940,NRS302_333_a127_10_42917_[29]_00031,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00030,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,06 Jan 1941,NRS302_333_a127_10_42917_[29]_00028,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,02 Jan 1941,NRS302_333_a127_10_42917_[29]_00025,
Newell,Francis Joseph Kingsley,NRS302_333,10/42917B,Francis Joseph Kingsley Newell,1940,18 Dec 1940,NRS302_333_a127_10_42917_[29]_00035,
Nott,N.C.,NRS302_333,10/42917B,N.C. Nott,,14 Mar 1944,NRS302_333_a127_10_42917_[42]_00036,
Nott,N.C.,NRS302_333,10/42917B,N.C. Nott,,24 Mar 1944,NRS302_333_a127_10_42917_[42]_00032,
Nott,N.C.,NRS302_333,10/42917B,N.C. Nott,,14 Mar 1944,NRS302_333_a127_10_42917_[42]_00035,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,,NRS302_333_a127_10_42918_[01]_00001,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,,NRS302_333_a127_10_42918_[01]_00011,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,,NRS302_333_a127_10_42918_[01]_00002,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,,NRS302_333_a127_10_42918_[01]_00002,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,,NRS302_333_a127_10_42918_[01]_00017,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,,NRS302_333_a127_10_42918_[01]_00018,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,15 Jul 1901,NRS302_333_a127_10_42918_[02]_00010,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,24 Jul 1901,NRS302_333_a127_10_42918_[02]_00013,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,15 Jul 1901,NRS302_333_a127_10_42918_[02]_00011,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,24 Jul 1901,NRS302_333_a127_10_42918_[02]_00012,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,05 Feb 1901,NRS302_333_a127_10_42918_[02]_00023,
O'Connor,Richard Edward,NRS302_333,10/42918,Richard Edward O'Connor,1896,05 Feb 1901,NRS302_333_a127_10_42918_[02]_00022,
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,14 Nov 1905,NRS302_333_a127_10_42918_[06]_00005a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,14 Nov 1905,NRS302_333_a127_10_42918_[06]_00005b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,14 Nov 1905,NRS302_333_a127_10_42918_[06]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,18 Nov 1905,NRS302_333_a127_10_42918_[06]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,02 Feb 1906,NRS302_333_a127_10_42918_[06]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,04 Mar 1907,NRS302_333_a127_10_42918_[07]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,01 Jan 1906,NRS302_333_a127_10_42918_[06]_00038,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,06 Feb 1906,NRS302_333_a127_10_42918_[06]_00029,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,02 Jul 1909,NRS302_333_a127_10_42918_[08]_00029,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,14 Feb 1916,NRS302_333_a127_10_42918_[13]_00021,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,28 Feb 1916,NRS302_333_a127_10_42918_[13]_00014,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,31 Mar 1913,NRS302_333_a127_10_42918_[12]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,Langer Mead Loftus,NRS302_333,10/42918,Langer Mead Loftus Owen,1906,02 Jul 1909,NRS302_333_a127_10_42918_[09]_00042,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\46
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,16 Sep 1935,NRS302_333_a127_10_42917_[22]_00001a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,17 Sep 1935,NRS302_333_a127_10_42917_[22]_00001b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,18 Sep 1935,NRS302_333_a127_10_42917_[22]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,05 Mar 1935,NRS302_333_a127_10_42917_[22]_00003a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,06 Mar 1935,NRS302_333_a127_10_42917_[22]_00003b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,01 Apr 1935,NRS302_333_a127_10_42917_[22]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,29 Mar 1935,NRS302_333_a127_10_42917_[22]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,25 Mar 1935,NRS302_333_a127_10_42917_[22]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,04 Mar 1935,NRS302_333_a127_10_42917_[22]_00007a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,04 Mar 1935,NRS302_333_a127_10_42917_[22]_00007b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,25 Mar 1935,NRS302_333_a127_10_42917_[22]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,09 Apr 1935,NRS302_333_a127_10_42917_[21]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Owen,William Francis Langer Mead Loftus,NRS302_333,10/42917A,William Francis Langer Mead Loftus Owen,1935,09 Apr 1935,NRS302_333_a127_10_42917_[21]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\20
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00003,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00004,
Peden,John Beverley,NRS302_333,10/42918,The Sun - John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00022,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[19]_00039,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[19]_00040,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[19]_00041a,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[19]_00041b,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[19]_00038,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[19]_00044,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00014,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00015,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00016,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00017,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00007,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00008,
Peden,John Beverley,NRS302_333,10/42918,John Beverley Peden,1922,,NRS302_333_a127_10_42918_[18]_00010,
