,Item,Reel,Year,Pre,Nos,Title,Place,Minister,Church,Remarks,
,[4/2737.5],2265,1846,,,Miscellaneous Persons V,,,,in bundle 'Miscellaneous Persons U-Y',
,[4/2737.5],2265,1846,,,Miscellaneous Persons W,,,,in bundle 'Miscellaneous Persons U-Y',
,[4/2737.5],2265,1846,,,Miscellaneous Persons Y,,,,in bundle 'Miscellaneous Persons U-Y',
,[4/2738.1],,1846,,,Police,Bathurst,,,,
,[4/2738.2],,1846,,,Police,Berrima,,,,
,[4/2738.3],,1846,,,Police,Braidwood,,,,
,[4/2738.4],,1846,,,Police,Brisbane Water,,,,
,[4/2738.5],,1846,,,Police,Broulee,,,,
,[4/2738.6],,1846,,,Police,Bungonia,,,,
,[4/2738.7],,1846,,,Police,Camden,,,,
,[4/2738.8],,1846,,,Police,Campbelltown,,,,
,[4/2739.1],,1846,,,Police,Carcoar,,,,
,[4/2739.2],,1846,,,Police,Cassilis,,,,
,[4/2739.3],,1846,,,Police,Dungog,,,,
,[4/2739.4],,1846,,,Police,Goulburn,,,,
,[4/2739.5],,1846,,,Police,Hartley,,,,
,[4/2739.6],,1846,,,Police,Liverpool,,,,
,[4/2739.7],,1846,,,Police,Maitland,,,,
,[4/2740.1],,1846,,,Police,Merton,,,,
,[4/2740.2],,1846,,,Police,Mudgee,,,,
,[4/2740.3],,1846,,,Police,Murrurundi,,,,
,[4/2740.4],,1846,,,Police,Muswellbrook,,,,
,[4/2740.5],,1846,,,Police,Newcastle,,,,
,[4/2740.6],,1846,,,Police,Parramatta,,,,
,[4/2740.7],,1846,,,Police,Paterson,,,,
,[4/2740.8],,1846,,,Police,Penrith,,,,
,[4/2741.4],,1846,,,Port Phillip,Port Phillip,,,"part 1 of 5 for 1846; poster relating to entertainment by Professor Rea at the Royal Hotel, Melbourne (enclosure to 46/1123) at SR Document No.297",
,[4/2742],,1846,,,Port Phillip,Port Phillip,,,part 2 of 5 for 1846,
,[4/2743],,1846,,,Port Phillip,Port Phillip,,,part 3 of 5 for 1846,
,[4/2744],,1846,,,Port Phillip,Port Phillip,,,part 4 of 5 for 1846,
,[4/2745.1],,1846,,,Port Phillip,Port Phillip,,,part 5 of 5 for 1846,
,[4/2745.2],,1846,,,Port Essington,Port Essington,,,,
,[4/2746.1],,1846,,,Postmaster General,,,,,
,[4/2746.2],,1846,,,Proclamations,,,,,
,[4/2746.3],,1846,,,Quarter Sessions,,,,,
,[4/2747.1],,1846,,,Sheriff and Gaolers,,,,,
,[4/2747.2],,1846,,,Supreme Court,,,,,
,[4/2748],,1846,,,Surveyor General,,,,part 1 of 2 for 1846,
,[4/2749.1],,1846,,,South Australia,South Australia,,,in bundle 'South and Western Australia',
,[4/2749.1],,1846,,,Western Australia,Western Australia,,,in bundle 'South and Western Australia',
,[4/2749.2],,1846,,,Sydney Corporation,Sydney,,,,
,[4/2749.3],,1846,,,Van Diemen's Land,Van Diemen's Land,,,,
,[4/2749.4],,1846,,,Court of Claims,,,,,
,[4/2749.5],,1846,,,Surveyor General,,,,part 2 of 2 for 1846,
,[4/2750],,1846,,,Treasurer,,,,,
,[4/2751],,1847,,,Attorney General,,,,part 1 of 2 for 1847; in bundle 'Attorney and Solicitor Generals',
,[4/2751],,1847,,,Solicitor General,,,,part 1 of 2 for 1847; in bundle 'Attorney and Solicitor Generals',
,[4/2752],,1847,,,Attorney General,,,,part 2 of 2 for 1847; in bundle 'Attorney and Solicitor Generals',
,[4/2752],,1847,,,Solicitor General,,,,part 2 of 2 for 1847; in bundle 'Attorney and Solicitor Generals',
,[4/2753],,1847,,,Auditor General,,,,part 1 of 2 for 1847,
,[4/2754],,1847,,,Auditor General,,,,part 2 of 2 for 1847,
,[4/2755.1],,1847,,,Banks,,,,,
,[4/2755.2],,1847,,,Benevolent Asylum,,,,,
,[4/2755.3],,1847,,,Botanist,,,,,
,[4/2755.4],,1847,,,Coroners,,,,,
,[4/2755.5],,1847,,,Council - Executive,,,,,
,"[4/2756, 2/1717]",,1847,,,Church and School Estates,,,,,
,"[4/2756, 2/1717]",,1847,,,Clergy,,,,,
,[4/2757.1],,1847,,,Cockatoo Island,Cockatoo Island,,,,
,[4/2757.2],,1847,,,Colonial Architect,,,,,
,[4/2758.1],,1847,,,Colonial Storekeeper,,,,,
,[4/2758.2],,1847,,,Commissariat,,,,,
,[4/2759],,1847,,,Commissioners of Crown Lands,,,,part 1 of 2 for 1847,
,[4/2760],,1847,,,Commissioners of Crown Lands,,,,part 2 of 2 for 1847,
,[4/2761],2266,1847,,,Convicts - Principal Superintendent,,,,part 1 of 2 for 1847,
,[4/2762.1],2266,1847,,,Convicts - Principal Superintendent,,,,part 2 of 2 for 1847,
,[4/2762.2],,1847,,,Legislative Council,,,,,
,[4/2763.1],,1847,,,Councils - District,,,,,
,[4/2763.2],,1847,,,Court of Claims,,,,,
,[4/2764.1],,1847,,,Court of Requests,,,,,
,[4/2764.2],,1847,,,Crown Solicitor,,,,,
,[4/2765.1],,1847,,,Customs,,,,,
,[4/2765.2],,1847,,,Dispensary,,,,,
,[4/2765.3],,1847,,,Distilleries,,,,1842-47,
,[4/2766.1],2267,1847,,,Emigration,,,,,
,[4/2766.2],,1847,,,Female Factory,,,,,
,[4/2767.1],,1847,,,Engineer,,,,,
,[4/2767.2],,1847,,,Government Printer,,,,,
,[4/2767.3],,1847,,,Harbour Master,,,,,
,[4/2767.4],,1847,,,Insolvent Estates,,,,,
,[4/2768.1],,1847,,,Lunatic Asylum,,,,,
,[4/2768.2],,1847,,,Medical,,,,,
,[4/2769.1],2267,1847,,,Miscellaneous Persons A,,,,,
,[4/2769.2],2267,1847,,,Miscellaneous Persons B,,,,,
,[4/2769.3],2267,1847,,,Miscellaneous Persons C,,,,,
,[4/2769.4],2267,1847,,,Miscellaneous Persons D,,,,,
,[4/2769.5],2267,1847,,,Miscellaneous Persons E,,,,,
,[4/2769.6],2267,1847,,,Miscellaneous Persons F,,,,,
,[4/2770.1],2267,1847,,,Miscellaneous Persons G,,,,,
,[4/2770.2],2267,1847,,,Miscellaneous Persons H,,,,,
,[4/2770.3],2267,1847,,,Miscellaneous Persons I,,,,"including Inhabitants, Residents, Settlers etc",
,[4/2770.4],2267,1847,,,Miscellaneous Persons J,,,,,
,[4/2770.5],2267,1847,,,Miscellaneous Persons K,,,,,
,[4/2770.6],2267,1847,,,Miscellaneous Persons L,,,,,
,[4/2771.1],2268,1847,,,Miscellaneous Persons M,,,,,
,[4/2771.2],2268,1847,,,Miscellaneous Persons N,,,,,
,[4/2771.3],2268,1847,,,Miscellaneous Persons O,,,,"in bundle 'Miscellaneous Persons O, P'",
,[4/2771.3],2268,1847,,,Miscellaneous Persons P,,,,"in bundle 'Miscellaneous Persons O, P'",
,[4/2771.4],2268,1847,,,Miscellaneous Persons R,,,,,
,[4/2771.5],2268,1847,,,Miscellaneous Persons S,,,,,
,[4/2773.1],,1847,,,Moreton Bay,Moreton Bay,,,,
,[4/2773.2],,1847,,,Miscellaneous,,,,unregistered,
,[4/2773.4],,1847,,,Police,,,,- Mounted,
,[4/2774.1],,1847,,,Naval,,,,in bundle 'Naval and Military',
,[4/2774.1],,1847,,,Military,,,,in bundle 'Naval and Military',
,[4/2774.2],,1847,,,Ordnance,,,,,
,[4/2774.3],,1847,,,Orphan Schools,,,,,
,[4/2774.4],2268,1847,,,Miscellaneous Persons T,,,,,
,[4/2774.5],2268,1847,,,Miscellaneous Persons U,,,,"in bundle 'Miscellaneous Persons U, W'",
,[4/2774.5],2268,1847,,,Miscellaneous Persons W,,,,"in bundle 'Miscellaneous Persons U, W'",
,[4/2775.3],,1847,,,Police,,,,part 1 of 5 for 1847,
,[4/2776],,1847,,,Police,,,,part 2 of 5 for 1847,
,[4/2777],,1847,,,Police,,,,part 3 of 5 for 1847,
,[4/2778],,1847,,,Police,,,,"includes Police Estimates and case of J A Robertson, P M Scone; part 4 of 5 for 1847",
,[4/2779.1],,1847,,,Police,,,,part 5 of 5 for 1847,
,[4/2779.2],,1847,,,Port Essington,Port Essington,,,,
,[4/2779.3],,1847,,,Port Phillip,Port Phillip,,,part 1 of 6 for 1847,
,[4/2780],,1847,,,Port Phillip,Port Phillip,,,part 2 of 6 for 1847,
,[4/2781],,1847,,,Port Phillip,Port Phillip,,,part 3 of 6 for 1847,
,[4/2782],,1847,,,Port Phillip,Port Phillip,,,part 4 of 6 for 1847,
,[4/2783],,1847,,,Port Phillip,Port Phillip,,,part 5 of 6 for 1847,
,[4/2784],,1847,,,Port Phillip,Port Phillip,,,part 6 of 6 for 1847,
,[4/2785.1],,1847,,,Postmaster General,,,,,
,[4/2785.2],,1847,,,Quarter Sessions,,,,,
,[4/2785.3],,1847,,,School of Arts,,,,,
,[4/2786],,1847,,,Surveyor General,,,,,
,[4/2787],,1847,,,Sheriff and Gaolers,,,,,
,[4/2788],,1847,,,Treasurer,,,,,
,[4/2789.1],,1848,,,Attorney General,,,,,
,[4/2789.2],,1848,,,Banks,,,,,
,[4/2790],,1848,,,Auditor General,,,,part 1 of 2 for 1848,
,[4/2791.1],,1848,,,Auditor General,,,,part 2 of 2 for 1848,
,[4/2792.1],,1848,,,Benevolent Asylum,,,,,
,[4/2792.2],,1848,,,Botanist,,,,,
,[4/2792.3],,1848,,,Church and School Estates,,,,part 1 of 2 for 1848,
,[4/2793.1],,1848,,,Church and School Estates,,,,part 2 of 2 for 1848,
,[4/2793.2],,1848,,,Board of National Education,,,,,
,[4/2793.3],,1848,,,Denominational School Board,,,,,
,[4/2794.1],,1848,,,Clergy - Roman Catholic,,,,,
,[4/2794.2],,1848,,,Clergy - Presbyterian,,,,,
,[4/2794.3],,1848,,,Clergy - Wesleyan,,,,,
,[4/2794.4],,1848,,,Cockatoo Island,Cockatoo Island,,,,
,[4/2795.1],,1848,,,Clerks of the Peace,,,,,
,[4/2795.2],,1848,,,Colonial Architect,,,,,
,[4/2796.1],,1848,,,Colonial Storekeeper,,,,,
,[4/2796.2],,1848,,,Commissariat,,,,,
,[4/2797.1],,1848,,,Council - Executive,,,,in bundle 'Councils - Legislative and Executive',
,[4/2797.1],,1848,,,Legislative Council,,,,in bundle 'Councils - Legislative and Executive',
,[4/2798],2269,1848,,,Convicts - Principal Superintendent,,,,part 1 of 2 for 1848,
,[4/2799.1],2269,1848,,,Convicts - Principal Superintendent,,,,part 2 of 2 for 1848,
,[4/2799.2],,1848,,,Councils - District,,,,,
,[4/2800.1],,1848,,,Crown Solicitor,,,,- Civil,
,[4/2800.2],,1848,,,Crown Solicitor,,,,- Criminal,
,[4/2801.1],,1848,,,Court of Claims,,,,,
,[4/2801.2],,1848,,,Court of Requests,,,,,
,[4/2801.3],,1848,,,Customs,,,,,
,[4/2801.4],,1848,,,Elections,,,,,
,[4/2802.1],2270,1848,,,Emigration,,,,,
,[4/2802.2],,1848,,,Engineer,,,,,
,[4/2803],,1848,,,Estimates,,,,part 1 of 2 for 1848,
,[4/2804.1],,1848,,,Estimates,,,,part 2 of 2 for 1848,
,[4/2804.2],,1848,,,Female Factory,,,,,
,[4/2804.3],,1848,,,Foreign,,,,,
,[4/2804.4],,1848,,,Government Printer,,,,,
,[4/2805.1],,1848,,,Lunatic Asylum,,,,,
,[4/2805.2],,1848,,,Medical,,,,,
,[4/2806.1],2271,1848,,,Miscellaneous Persons A,,,,,
,[4/2806.2],2271,1848,,,Miscellaneous Persons B,,,,,
,[4/2806.3],2271,1848,,,Miscellaneous Persons C,,,,,
,[4/2807.1],2271,1848,,,Miscellaneous Persons D,,,,,
,[4/2807.2],2271,1848,,,Miscellaneous Persons E,,,,,
,[4/2807.3],2271,1848,,,Miscellaneous Persons F,,,,,
,[4/2807.4],2271,1848,,,Miscellaneous Persons G,,,,,
,[4/2807.5],2271,1848,,,Miscellaneous Persons H,,,,,
,[4/2808.1],2272,1848,,,Miscellaneous Persons I,,,,"including Inhabitants, etc",
,[4/2808.2],2272,1848,,,Miscellaneous Persons J,,,,,
,[4/2808.3],2272,1848,,,Miscellaneous Persons K,,,,,
,[4/2808.4],2272,1848,,,Miscellaneous Persons L,,,,,
,[4/2808.5],2272,1848,,,Miscellaneous Persons N,,,,,
,[4/2808.6],2272,1848,,,Miscellaneous Persons O,,,,,
,[4/2809.1],2272,1848,,,Miscellaneous Persons M,,,,,
,[4/2809.2],2272,1848,,,Miscellaneous Persons P,,,,"in bundle 'Miscellaneous Persons P, Q'",
,[4/2809.2],2272,1848,,,Miscellaneous Persons Q,,,,"in bundle 'Miscellaneous Persons P, Q'",
,[4/2809.3],2272,1848,,,Miscellaneous Persons V,,,,in bundle 'Miscellaneous Persons V-Z',
,[4/2809.3],2272,1848,,,Miscellaneous Persons Y,,,,in bundle 'Miscellaneous Persons V-Z',
,[4/2809.3],2272,1848,,,Miscellaneous Persons Z,,,,in bundle 'Miscellaneous Persons V-Z',
,[4/2810],,1848,,,Miscellaneous,,,,,
,[4/2811],,1848,,,Commissioners of Crown Lands,,,,part 1 of 2 for 1848,
,[4/2812],,1848,,,Commissioners of Crown Lands,,,,part 2 of 2 for 1848,
,[4/2813.1],2272,1848,,,Miscellaneous Persons R,,,,,
,[4/2813.2],2272,1848,,,Miscellaneous Persons S,,,,,
,[4/2813.3],2272,1848,,,Miscellaneous Persons T,,,,,
,[4/2813.4],2272,1848,,,Miscellaneous Persons W,,,,,
,[4/2814.1],,1848,,,Miscellaneous,,,,unregistered (2),
,[4/2814.2],,1848,,,Sydney Infirmary,Sydney,,,,
,[4/2814.3],,1848,,,Missionaries,,,,,
,[4/2814.4],,1848,,,School of Arts,Sydney,,,Sydney Mechanics School of Arts,
,[4/2815.1],,1848,,,Moreton Bay,Moreton Bay,,,,
,[4/2815.2],,1848,,,Museum,,,,,
,[4/2815.3],,1848,,,Naval,,,,in bundle 'Naval and Military',
,[4/2815.3],,1848,,,Military,,,,in bundle 'Naval and Military',
,[4/2815.4],,1848,,,Port Essington,Port Essington,,,,
,[4/2816.1],,1848,,,Ordnance,,,,,
,[4/2816.2],,1848,,,Orphan Schools,,,,,
,[4/2816.3],,1848,,,New Zealand,New Zealand,,,,
,[4/2816.4],,1848,,,Port Phillip,Port Phillip,,,"part 5 of 5 for 1848; extracted tracing of the Beagle’s survey of the inlets in the vicinity of Port Albert - Corner Inlet surveyed by Commander J L Stokes, RN, 1841 at [SR Map No.6407]",
,[4/2817],,1848,,,Police,,,,part 1 of 4 for 1848,
,[4/2818],,1848,,,Police,,,,part 2 of 4 for 1848,
,[4/2819],,1848,,,Police,,,,Estimates; part 3 of 4 for 1848,
,[4/2820],,1848,,,Police,,,,part 4 of 4 for 1848,
,[4/2821],,1848,,,Port Phillip,Port Phillip,,,part 1 of 5 for 1848,
,[4/2822],,1848,,,Port Phillip,Port Phillip,,,part 2 of 5 for 1848,
,[4/2823],,1848,,,Port Phillip,Port Phillip,,,part 3 of 5 for 1848,
,[4/2824],,1848,,,Port Phillip,Port Phillip,,,part 4 of 5 for 1848,
,[4/2825],,1848,,,Postmaster General,,,,,
,[4/2826.1],,1848,,,Quarter Sessions,,,,,
,[4/2826.2],,1848,,,Registrar General,,,,,
,[4/2826.3],,1848,,,Sheriff and Gaolers,,,,,
,[4/2826.4],,1848,,,South Australia,South Australia,,,in bundle 'South and Western Australia',
,[4/2826.4],,1848,,,Western Australia,Western Australia,,,in bundle 'South and Western Australia',
,[4/2827],,1848,,,Supreme Court,,,,,
,[4/2828],,1848,,,Surveyor General,,,,part 1 of 2 for 1848,
,[4/2829.1],,1848,,,Surveyor General,,,,part 2 of 2 for 1848,
,[4/2829.2],,1848,,,Treasurer,,,,part 1 of 2 for 1848,
,[4/2830.1],,1848,,,Treasurer,,,,part 2 of 2 for 1848,
,[4/2830.3],,1848,,,Van Diemen's Land,Van Diemen's Land,,,,
,[4/2831.1],,1849,,,Aborigines,,,,part 1 of 2 for 1849,
,[4/2831.2],,1849,,,Proclamations,,,,printed copies (list in front of bundle),
,[4/2832],,1849,,,Attorney General,,,,part 1 of 2 for 1849,
,[4/2833],,1849,,,Attorney General,,,,part 2 of 2 for 1849,
,[4/2834],,1849,,,Auditor General,,,,part 1 of 2 for 1849,
,[4/2835],,1849,,,Auditor General,,,,part 2 of 2 for 1849,
,[4/2836.1],,1849,,,Australian Subscription Library,,,,,
,[4/2836.2],,1849,,,Banks,,,,,
,[4/2836.3],,1849,,,Benevolent Asylum,,,,,
,[4/2836.4],,1849,,,Botanist,,,,,
,[4/2836.5],,1849,,,Board of National Education,,,,,
,[4/2837.1],,1849,,,Church and School Estates,,,,,
,[4/2838.1],,1849,,,Denominational School Board,,,,,
,[4/2839.1],,1849,,,Clergy,,,,,
,[4/2839.2],,1849,,,Clerks of the Peace,,,,,
,[4/2839.3],,1849,,,Cockatoo Island,Cockatoo Island,,,,
,[4/2840],,1849,,,Colonial Architect,,,,part 1 of 2 for 1849,
,[4/2841.1],,1849,,,Colonial Architect,,,,part 2 of 2 for 1849,
,[4/2841.2],,1849,,,Colonial Storekeeper,,,,,
,[4/2841.3],,1849,,,Commissariat,,,,,
,[4/2842],,1849,,,Commissioners of Crown Lands,,,,part 1 of 2 for 1849,
,[4/2843],,1849,,,Commissioners of Crown Lands,,,,part 2 of 2 for 1849,
,[4/2844],,1849,,,Convicts - Principal Superintendent,,,,,
,[4/2845],,1849,,,Legislative Council,,,,part 1 of 2 for 1849,
,[4/2846.1],,1849,,,Council - Executive,,,,in bundle 'Councils - Executive and Legislative',
,[4/2846.1],,1849,,,Legislative Council,,,,in bundle 'Councils - Executive and Legislative' (part 2 of 2 for 1849),
,[4/2846.2],,1849,,,Councils - District,,,,,
,[4/2847.1],,1849,,,Court of Claims,,,,,
,[4/2847.2],,1849,,,Customs,,,,,
,[4/2848.1],,1849,,,Court of Requests,,,,,
,[4/2848.2],,1849,,,Crown Solicitor,,,,- Civil,
,[4/2848.3],,1849,,,Crown Solicitor,,,,- Criminal,
,[4/2849.1],,1849,,,Dispensary,,,,,
,[4/2849.2],,1849,,,Distilleries,,,,1842-49,
,[4/2850],2273,1849,,,Emigration,,,,part 1 of 2 for 1849,
,[4/2851],2274,1849,,,Emigration,,,,part 2 of 2 for 1849,
,[4/2852.1],,1849,,,Engineer,,,,,
,[4/2852.2],,1849,,,Estimates,,,,for 1850 (1),
,[4/2853],,1849,,,Estimates,,,,for 1850 (2),
,[4/2854.1],,1849,,,Government Printer,,,,,
,[4/2854.2],,1849,,,Harbour Master,,,,,
,[4/2854.3],,1849,,,Insolvent Estates,,,,,
,[4/2855.1],,1849,,,Lunatic Asylum,,,,,
,[4/2855.2],,1849,,,Medical,,,,,
,[4/2856],,1841,,,New Zealand,New Zealand,,,,
,[4/2857],,1839,,,Commissariat,,,,,
,[4/2858.1],2274,1849,,,Miscellaneous Persons A,,,,,
,[4/2858.2],2274,1849,,,Miscellaneous Persons B,,,,,
,[4/2858.3],2274,1849,,,Miscellaneous Persons C,,,,,
,[4/2858.4],2274,1849,,,Miscellaneous Persons E,,,,,
,[4/2859.1],2275,1849,,,Miscellaneous Persons D,,,,,
,[4/2859.2],2275,1849,,,Miscellaneous Persons F,,,,,
,[4/2859.3],2275,1849,,,Miscellaneous Persons G,,,,,
,[4/2859.4],2275,1849,,,Miscellaneous Persons H,,,,,
,[4/2859.5],2275,1849,,,Miscellaneous Persons J,,,,,
,[4/2860.1],2275,1849,,,Miscellaneous Persons I,,,,"including Inhabitants, Residents, Storekeepers, etc",
,[4/2860.2],2275,1849,,,Miscellaneous Persons K,,,,,
,[4/2860.3],2275,1849,,,Miscellaneous Persons L,,,,,
,[4/2860.4],2275,1849,,,Miscellaneous Persons Mc and Mac,,,,,
,[4/2861.1],2275,1849,,,Miscellaneous Persons M,,,,,
,[4/2861.2],2275,1849,,,Miscellaneous Persons N,,,,,
,[4/2861.3],2275,1849,,,Miscellaneous Persons O,,,,,
,[4/2861.4],2275,1849,,,Miscellaneous Persons P,,,,,
,[4/2861.5],2275,1849,,,Miscellaneous Persons R,,,,,
,[4/2862.1],2276,1849,,,Miscellaneous Persons S,,,,,
,[4/2862.2],2276,1849,,,Miscellaneous Persons T,,,,,
,[4/2862.3],2276,1849,,,Miscellaneous Persons W,,,,,
,[4/2862.4],2276,1849,,,Miscellaneous Persons V,,,,"in bundle 'Miscellaneous Persons V, Y'",
,[4/2862.4],2276,1849,,,Miscellaneous Persons Y,,,,"in bundle 'Miscellaneous Persons V, Y'",
,[4/2863.1],,1849,,,Museum,,,,,
,[4/2863.2],,1849,,,Military,,,,in bundle 'Naval and Military',
,[4/2863.2],,1849,,,Naval,,,,in bundle 'Naval and Military',
,[4/2863.3],,1849,,,Orphan Schools,,,,,
,[4/2864.1],,1849,,,Ordnance,,,,,
,[4/2864.2],,1849,,,Police,,,,part 1 of 7 for 1849,
,[4/2865],,1849,,,Police,,,,part 2 of 7 for 1849,
,[4/2866],,1849,,,Police,,,,part 3 of 7 for 1849,
,[4/2867],,1849,,,Police,,,,part 4 of 7 for 1849,
,[4/2868],,1849,,,Police,,,,part 5 of 7 for 1849,
,[4/2869],,1849,,,Police,,,,part 6 of 7 for 1849,
,[4/2870],,1849,,,Police,,,,part 7 of 7 for 1849,
,[4/2871.1],,1849,,,Port Essington,Port Essington,,,,
,[4/2871.2],,1849,,,Port Phillip,Port Phillip,,,part 1 of 6 for 1849,
,[4/2872],,1849,,,Port Phillip,Port Phillip,,,part 2 of 6 for 1849,
,[4/2873],,1849,,,Port Phillip,Port Phillip,,,part 3 of 6 for 1849,
,[4/2874],,1849,,,Port Phillip,Port Phillip,,,part 4 of 6 for 1849,
,[4/2875],,1849,,,Port Phillip,Port Phillip,,,part 5 of 6 for 1849,
,[4/2876.1],,1849,,,Port Phillip,Port Phillip,,,part 6 of 6 for 1849,
,[4/2876.2],,1849,,,Postmaster General,,,,,
,[4/2877.1],,1849,,,Quarter Sessions,,,,,
,[4/2877.2],,1849,,,Registrar General,,,,,
,[4/2877.3],,1849,,,School of Arts,,,,,
,[4/2878],,1849,,,Sheriff and Gaolers,,,,1849-50,
,[4/2879.1],,1849,,,Supreme Court,,,,,
,[4/2879.2],,1849,,,Surveyor General,,,,part 1 of 3 for 1849,
,[4/2880],,1849,,,Surveyor General,,,,part 2 of 3 for 1849,
,[4/2881.1],,1849,,,Surveyor General,,,,part 3 of 3 for 1849,
,[4/2881.2],,1849,,,Treasurer,,,,part 1 of 2 for 1849,
,[4/2882],,1849,,,Treasurer,,,,part 2 of 2 for 1849,
,[4/2883],,1850,,1 - 258,,,,,,
,[4/2884],,1850,,259 - 525,,,,,,
,[4/2885],,1850,,563 - 896,,,,,,
,[4/2886],,1850,,900 - 1249,,,,,,
,[4/2887],,1850,,1252 - 1695,,,,,"extracted plan of the grounds in the City of Sydney proposed to be appropriated for Railway Station and Works, 1849, at [SR Map No.6408]",
,[4/2888],,1850,,1701 - 1898,,,,,,
,[4/2889],,1850,,1901 - 2249,,,,,,
,[4/2890],,1850,,2252 - 2550,,,,,,
,[4/2891],,1850,,2551 - 2726,,,,,,
,[4/2892],,1850,,2728 - 2946,,,,,,
,[4/2893],,1850,,2949 - 3225,,,,,,
,[4/2894],,1850,,3226 - 3349,,,,,,
,[4/2895],,1850,,3351 - 3585,,,,,,
,[4/2896],,1850,,3587 - 3752,,,,,,
,[4/2897],,1850,,3755 - 4048,,,,,,
,[4/2898],,1850,,4054 - 4137,,,,,,
,[4/2899],,1850,,4141 - 4428,,,,,,
,[4/2900],,1850,,4433 - 4800,,,,,,
,[4/2901],,1850,,4822 - 4999,,,,,,
,[4/2902],,1850,,5005 - 5349,,,,,,
,[4/2903],,1850,,5352 - 5699,,,,,,
,[4/2904],,1850,,5708 - 5948,,,,,,
,[4/2905],,1850,,5952 - 6199,,,,,,
,[4/2906],,1850,,6200 - 6499,,,,,,
,[4/2907],,1850,,6500 - 6698,,,,,,
,[4/2908],,1850,,6700 - 6894,,,,,,
,[4/2909],,1850,,6900 - 7199,,,,,,
,[4/2910],,1850,,7200 - 7498,,,,,,
,[4/2911],,1850,,7503 - 7710,,,,,,
,[4/2912],,1850,,7711 - 8079,,,,,,
,[4/2913],,1850,,8115 - 8848,,,,,,
,[4/2914],,1850,,8851 - 9125,,,,,[4/2914.1]: 8851-9031; [4/2914.2]: 9033-9125,
,[4/2915],,1850,,9126 - 9397,,,,,,
,[4/2916],,1850,,9412 - 9850,,,,,,
,[4/2917],,1850,,9851 - 10250,,,,,,
,[4/2918],,1850,,10251 - 10598,,,,,,
,[4/2919],,1850,,10600 - 10947,,,,,,
,[4/2920],,1850,,10950 - 11747,,,,,,
,[4/2921],,1850,,11750 - 12099,,,,,,
,[4/2922],,1850,,12100 - 12539,,,,,,
,[4/2923],,1850,,,Proclamations,,,,,
,[4/2924],,1851,,1 - 799,,,,,,
,[4/2925],,1851,,800 - 1097,,,,,,
,[4/2926],,1851,,1102 - 1448,,,,,,
,[4/2927],,1851,,1450 - 1892,,,,,,
,[4/2928],,1851,,1902 - 2247,,,,,,
,[4/2929],,1851,,2252 - 2696,,,,,,
,[4/2930],,1851,,2704 - 3194,,,,,,
,[4/2931],,1851,,3200 - 3595,,,,,,
,[4/2932],,1851,,3604 - 4144,,,,,,
,[4/2933],,1851,,4152 - 4599,,,,,,
,[4/2934],,1851,,4600 - 5000,,,,,,
,[4/2935],,1851,,5002 - 5497,,,,,,
,[4/2936],,1851,,5506 - 5797,,,,,,
,[4/2937],,1851,,5801 - 6099,,,,,,
,[4/2938],,1851,,6101 - 6299,,,,,,
,[4/2939],,1851,,6300 - 6596,,,,,,
,[4/2940],,1851,,6601 - 6947,,,,,,
,[4/2941],,1851,,6950 - 7297,,,,,,
,[4/2942],,1851,,7302 - 7666,,,,,,
,[4/2943],,1851,,7670 - 7873,,,,,,
,[4/2944],,1851,,7874 - 8119,,,,,,
,[4/2945],,1851,,8120 - 8299,,,,,,
,[4/2946],,1851,,8303 - 8596,,,,,,
,[4/2947],,1851,,8103 - 8444,,,,,,
,[4/2948],,1851,,8600 - 9102,,,,,,
,[4/3015],,1851,,9452 - 9799,,,,,,
,[4/3016],,1851,,9800 - 10146,,,,,,
,[4/3017],,1851,,10152 - 10499,,,,,,
,[4/3018],,1851,,10500 - 10992,,,,,,
,[4/3019],,1851,,11003 - 11400,,,,,,
,[4/3020],,1851,,11401 - 11735,,,,,,
,[4/3021],,1851,,11866 - 12149,,,,,,
,[4/3022],,1851,,12150 - 12341,,,,,,
,[4/3023],,1851,,,Estimates,,,,,
,[4/3024],,1851,,,Miscellaneous,,,,,
,[4/3025],,1851,,,Legislative Council,,,,"LC 233 - 237, LC 51/1 - 51/48; photocopy of return of prisoners at Blackheath Stockade 1848 at COD226",
,[4/3026],,1852,,1 - 348,,,,,,
,[4/3069],,1852,,351 - 798,,,,,,
,[4/3070],,1852,,801 - 1145,,,,,,
,[4/3071],,1852,,1148 - 1548,,,,,,
,[4/3072],,1852,,1551 - 1958,,,,,,
,[4/3073],,1852,,2113 - 2500,,,,,,
,[4/3074],,1852,,2503 - 2839,,,,,,
,[4/3075],,1852,,2840 - 3179,,,,,,
,[4/3076],,1852,,3254 - 3646,,,,,,
,[4/3077],,1852,,3655 - 3900,,,,,three 1852 postage stamps extracted and placed at [SZ1042],
,[4/3078],,1852,,3902 - 4199,,,,,,
,[4/3079],,1852,,4200 - 4498,,,,,,
,[4/3080],,1852,,4501 - 5000,,,,,,
,[4/3111],,1852,,5002 - 5275,,,,,,
,[4/3112],,1852,,5325 - 5699,,,,,,
,[4/3113],,1852,,5702 - 5867,,,,,,
,[4/3114],,1852,,5871 - 6195,,,,,,
,[4/3115],,1852,,6203 - 6496,,,,,,
,[4/3116],,1852,,6501 - 6849,,,,,,
,[4/3117],,1852,,6850 - 7244,,,,,,
,[4/3118],,1852,,7250 - 7599,,,,,,
