Surname,FirstName,Item,Date,Locality,Previous System No,Reel
Hoddle,-,227,1824,Traverse of portion of Shoalhaven River and adjacent country Counties Argyle and St.Vincent.,[2/4867],2625
Hoddle,-,228,1824,"Traverse of Black Bob’s Creek, Marumbia Creek., Murulin Creek and Shoalhaven Road - County Camden.",[2/4868],2625
Hoddle,-,397,1833,"Allotments at Town of Goulburn. Parish Hume - County Murray. Farms in Parishes Yass, Mundooner, Crookwell &c. County King. Farms in Parishes Terrana, Yarralow &c. County Argyle. Farms and Jerrawa Creek. County King. Allotments Town of Berrima, Paddy's Tow",[2/5021],-
Hoddle,-,296,1828-31,"Survey of Farms in Parishes of Bungonia, Marulan, Terrana, Goran and Mullengullenga. Village Reserve at Bungonia. Traverse of Yarralaw and Bongavalaby Creeks. Mulwarree Ponds &c. County Argyle. Farms in Parishes Currundooley, Ellenden, Merigan, Fairy Mead",[2/4928],2627
Hoddle,-,238,1825,"Traverse of Cox River and survey of Farms, Counties Cook and Westmoreland.",[2/4876],2625
Hoddle,-,239,1825,"Survey of farms, features, Reserves &c. in the Counties - of Phillip, Wellington & Roxburgh.",[2/4877],2625
Hoddle,-,240,1825,"Surveys in the parish of Prospect and at Parramatta, - Liverpool Road, &c County Cumberland.",[2/4878],2625
Hoddle,-,241,1825,"Survey of farms (Cos. Roxburgh, Phillip &c.) Capertee River (between Hunter and Cook, Cudgegong River (between Phillip and Roxburgh). Bylong Creek and Pipeclay Creek. County Phillip and Wellington.",[2/4879],2625
Hoddle,James,295,1828,"Survey of Moruya (or Deua R) Buckenbowra, Clyde and Mougarlowe Rivers, Araluan,  Mogendowra, Marengenberg and Nelligen Creeks. Traverse of Tracks and Mountain Ranges -County St. Vincent.",[2/4927],2627
Hoddle (or Knapp),,280,1827,"Survey of Farms, Allotments, Church & School lands &c. at S.H. Rd, Bondi, Botany, Parramatta &c. Parishes of St. Luke, Liberty Plains, Bankstown, St. George,  Botany, Petersham, Prospect &c. Traverse of portion of Georges River; Prospect, Walla, Narellan ",2/4914,2626
Hoddle (or Knapp),-,200,1827,"Survey of Farms, Allotments Church & School lands &c. at S.H. Road, Bondi,Botany, Parramatta &c. Parishes of St. Luke Liberty Plains, Bankstown,St. George, Botany, Petersham, Prospect &c. Traverse of portion ofGeorges River; Prospect, Walla, Narellan and",[2/4914],2626
Hodgkinson,-,542,1842,"Traverse of portion of the Macleay River, Hickey's Creek &c. Parishes Willawarrin, Clybucca and Cooroobongatti - County Dudley.",[2/8065.7],-
Hodgkinson,-,511,1841,"Traverse of Macleay River and Hickey's Creek (forming boundary between Parishes Uralgurra, Hickey and Willawarrin) - County Dudley.",[2/8063.4],-
Hodgkinson,C,502,1840,"Survey of Macleay River; Christmas, Murgo and Bococka Creeks. Hills &c. Parishes Burragong, Yarrabandini &c. in County of Dudley.",[2/5199],-
Hodgkinson,C,503,1840,Survey of Portions in Parish Yarrawell; Portion of Macleay River; Christmas and Bococka Creeks &c. County Dudley.,[2/5200],-
Hodgkinson,C,504,1840,Survey of Christmas and Collombati Creeks; Swamps Traverses &c. Parish of Yarrabandini &c. County Dudley.,[2/5201],-
Hosie,H,873,1859-64,"Survey of features, Reserve, Portions, Runs &c. - in various parishes - Counties of Bathurst, Wellington, Nicholson, Stuart, Werunda, and Franklin.",[2/8088.2],-
Hosie,H,878,1860-61,Survey of portion Village Allotments &c. - in various parishes - Counties Bathurst and Roxburgh.,[2/8088.7],-
Hosie & Nicholson,-,773,1855-61,"Survey of Portion Village Reserve &c. - Galbraith, Three Brothers, Bringellet and Grantham &c - Counties Bathurst and Roxburgh.",[2/8082.2],-
"Hosie, Nicholson & Tress",-,842,1858-64,"Miscellaneous Surveys in Counties Blaxland, Dowling, Bathurst, Wellington, Roxburgh, Rankin, Barrona and Landsborough. Wide Index in Field Book.",[2/8085.13],-
Howe,John,109,1819,Journal of expedition from Windsor to Hunter River in 1819. * Roughcopy of Journal and papers in Mitchell Library at C330. The Mitchell copy had been for many years in the Howe Family. SZ919 was originally bound in C330 prior to transfer to State archives,[SZ919*],2623
Jaques,William,350,1831,"Survey of mountain road. &c. from Bong Bong, parish Bong Bong to town of Kiama - County Camden",[2/4979],-
Jaques,William,351,1831,"Survey of part of road and mountain ranges, between Bulli and Wollongong - County Camden.",[2/4980],-
Jaques,William,352,1831,"Survey of farms in parishes of Broughton, Calderwood &c. Bulli Ranges. Roads &c. County Camden",[2/4981],-
Knapp,-,309,1829,"Survey of farms in parishes of Wilton and Worona - traverse of Cataract River - Bargo Rivulet - Wingecarribee Swamp. Five Islands Road (near Lake Illawarra) Ranges and tracks, County Camden.",[2/4939],2627
Knapp,-,310,1829,"Survey of farms in parishes Wollongong, Jamberoo, Kembla &c. Cataract River. Dapto Creek Mullet Creek &c. Traverse from Appin to Illawarra. Road from Farmer’s land (Parish Kiama) to Minumurra Beach. Allotments in town of Wollongong County Camden. Farms ",[2/4940],2627
Knapp,-,745,1854,Survey of the Town of Parramatta - County Cumberland.,[2/8079.10],-
Knapp,E J H,409,1934-36,"Surveys at Tocal Hunter River, Ouxdale, Malton, Orielton, Concord, Prospect Hill, Hunters Hill, Lane Cove, etc.",[2/5034],-
Knapp,E J H,410,1833-37,"Surveys at Petersham, Parramatta, Cabramatta, Neutral Bay, Bunker's Hill, Canterbury, Burwood, Harington Park, and in various streets of Sydney.",[2/5035],-
Knapp,E J H,370,1831-32,"Allotments and Farms at Parramatta, Rooty Hill, Ultimo, Darling Harbour, Prospect Hill etc. and on various streets in Sydney.",[2/4997],-
Knapp,E J H,494,1840-41,"Surveys of Town of Montifieores Estate, Wellington and Campbellfield Estate etc.",[2/5106],-
Knapp,E J H,495,1840-42,Mr. Knapp's Journal.,[2/5107],-
Knapp,E J H,393,1833,Mr. Knapp's day book from 7.6.83 contain description &c.,[2/5198],-
Knapp,E J H,348,1831,"Dr. Harris’ Ultimo Est. Chisolms Farm, Ultimo & farms &c. at Woolloomooloo, King’s Clear, Lane Cove, Wilberforce, O’Connell St (Sydney) Phillip St, Pitt St, Bathurst, Sussex & Kent Sts, George & King’s Sts &c. Petersham, South Head Rd, Canterbury,",[2/4977],2628
Knapp,E J H,349,1830-31,"Allotments Hunter, Upper Pitt, Bridge Sts. Darling Harbour. Farms on Liverpool Road and at Bankstown. Allotment in Phillip St, Surry Hills, Woolloomooloo, George St, Pitt St, Sussex St and Kent St.",[2/4978],2628
Knapp,E J H,471,1838-41,Surveys at Illawarra and Hunter River.,[2/5085],-
Knapp,E J H,472,1839-41,"Surveys at Little Forest, Orielton, Fort Street King and Sussex Streets. Nonnorah.",[2/5086],-
Knapp (Jnr),E J H,633,1849-50,Surveys in City of Sydney and Suburbs.,[2/8071.1],-
Labatt,-,406,1833,"Survey of George, King, Pitt, Market, Phillip and other streets. Steel's Mill and Lumber Yards. Vicinity of Domain, Mcdermotts and other Allotments. King and other Streets. Re-measurement of Allotments in Section 22 Sussex Street. City of Sydney.",[2/5030],-
Labatt,-,659,1850,"Survey of Road bearing generally North to Maitland - From Dora Creek towards Coorambong. South, Parish of Coorambong. From Maitland Road to Brooks South towards Newcastle - County of Northumberland.",[2/8073.1],-
Labatt,-,537,1842,Traverse of the Umeralla River and Rock Flat and Cooma Creeks - County Beresford.,[2/8065.2],-
Labatt,-,538,1842,Survey of Snowy River and Gungarlee - County Beresford.,[2/8065.3],-
Labatt,-,624,1848,Survey of roads from Appin to Wollongon and from Mt. Kerra to Wollongong Hills &c. Counties of Camden and Cumberland.,[2/8070.3],-
Labatt,-,557,1843,"Survey of Umaralla, Kybeyan, Big Bodja Rivers: Tom-Groggan, Winifred, Layton and Undoo Creeks &c. two Ranges - County of Beresford.",[2/8066.4],-
Labatt,-,558,1843,"Surveys of the Kybeyan, Bembuka and Maclaughlin Rivers &c. Dividing Range - Counties of Beresford and Murray.",[2/8066.5],-
Labatt,-,582,1846-48,"Survey for new Mile-Stone from Sydney to Windsor &c. Roads and Estimates, South Side of Razor Back Hill. Richmond Road, - Sydney to Parramatta - County Cumberland.",[2/8067.4],-
Labatt,-,708,1852,Surveys in the Colony of Queensland (?),[2/8077.4],-
Larmer,-,403,1833,"Survey of Ranges from Peats Ferry to Mangrove Creek. Range and Hills running through Parishes Cowan, Narara &c. commencing at Iron Bark Creek. County Northumberland.",[2/5027],-
Larmer,-,404,1833,"Survey of Mullet, Breakfast, Dinner and Cockle Creeks. Ranges and Hills. Parish Patonga. Farms in Parishes Spencer, Cowan &c. North Head and Broken Bay County Northumberland. Road from Burns Wharf to Milsons Point. Parish Willoughby. Farms - Great Sirius ",[2/5028],-
Larmer,-,405,1833,"Survey of Windsor Road and from Pyes Allotment. Parish Field of Mars to Parramatta River. Road ""Toongabbee Estate"". Parish Prospect and other Roads. South Creek. Breakfast and Blue Gum Creeks. Parishes Willoughby and Gordon. Levels vicinity of Hawkesbury ",[2/5029],-
Larmer,-,417,1834,"Survey of he Dividing Range between the Abercrombie, Campbell and Belubula Rivers - Counties of Bathurst, Georgiana, and Westmoreland.",[2/5039],-
Larmer,-,418,1834,"Survey of Farms and Allotments at Middle and North Harbours; Careening Cove, Paddington, Coogee &c. Parishes Alexandria, Botany, Hunters Hill, Liberty Plains, Manly Cove, St. George and Willoughby. Traverse of Liverpool Road and Road between Botany and Sy",[2/5040],-
Larmer,-,419,1834,"Survey of Dividing Range from junction of the Bell and Macquarie Rivers (Wellington) to Talbragar River at Parish Bolaro - County Lincoln. Traverse of Coolaburragundy River between Counties Bligh and Napier. Farms, Roads, Encroachment &c. Parish St. Georg",[2/5041],-
Larmer,-,420,1834-35,"Survey of Farms and Allotments at Double Bay, Petersham &c. Parishes of Alexandria, Hunters Hill, Willoughby, Manly Cove and Narrabeen. Coast Surveys - Chowder, Double Bay &c. County of Cumberland. Farms - Parishes Kincumber and Munmorah. Road in Parish G",[2/5042],-
Larmer,-,728,1853,"Survey of Roads:- from Bowning Villiage Reserve. Parish of Bowning. To Bogolon Gap - Parish of Bookham. Traverse of Two Mile Creek, Stony Creek and Bogolong Creek - Parish Bookham. Sawyers, Bowning and Woolgarloe Creeks - Parish Bowning. Traverse Rocky Gu",[2/8078.10],-
Larmer,-,668,1850,"Survey of Reserves in the Counties of Harden, Clarendon and Wynyard. Roads in County of Harden. Traverse of the Black Range &c.",[2/8073.10],-
Larmer,-,852,1859,"Surveys of Currawong, Riley's, Illalong, Hassalls and other creeks - Illalong and other Runs County of Harden. Belowra Water Holes. Observations and Distances &c. County of Monteagle &c.",[2/8086.9],-
Larmer,-,316,1829,"Survey of Coast between Sydney and Botany; portion of Georges River, Botany Bay, and adjacent country. Also levels taken near road - Coogee to Sydney.",[2/4946],2627
Larmer,-,669,1850,"Survey of roads - passing Kenyu J. Chisholm's to O'Sullivans Paddock at Breakfast Creek - Currawang to Nubba. Traverse of Geegullalong, Gobra and Stoney creeks - County Montreagle.",[2/8073.11],-
Larmer,-,853,1859,Survey of Yass and Boorowa Rivers. Cartwrights and other Creeks - Roads &c. County King. Barmedman and other Creeks - Roads &c. - County Bland.,[2/8086.10],-
Larmer,-,670,1850,Survey of Reserve at North Gundagai. Traverse of Jones and Fencers Creeks. Survey at Murringo - County of Clarendon. Reserve at Cunningam Plain - Traverse of Spring and other creeks - County Harden. Boundaries of runs:- Andrew and O'Briens lines - Nubba R,[2/8073.12],-
Larmer,-,364,1831,"Survey of Parramatta River, Middle Harbour, North Shore, Farms, Roads and Creeks - Parishes of Gordon, South Colah &c. County Cumberland.",[2/4991],-
Larmer,-,365,1831,"Traverse of Parramatta and Lane Cove Rivers. Lane Cove and other roads. Farms fronting Lane Cove River, Port Jackson &c. Allotments fronting Sydney Harbour, Watsons Bay and Surry Hills. Parishes of Alexandria, Gordon, South Colah and Willoughby County of ",[2/4992],-
Larmer,-,437,1835,"Survey of the Bogan and Darling Rivers; Bullock, Duck and Boree Creeks. Canobolas Range, and Road from Boree to Wellington Road - Counties of Oxley, Flinders, Kennedy, Narromine, Cowper, Landsborough, Gregory, Bathurst, Ashburnham &c.",[2/5057],-
Larmer,-,369,1831-32,"Survey of Grants, Farms &c. Parishes Willoughby, Gordon and Petersham. Parts of Rose Bay, Double Bay and Rushcutters Bay. Part of Old South Head Road and Point Piper Road. Parish Alexandria, County Cumberland.",[2/4996],-
Larmer,-,622,1848,"Survey of portions of Murrumbidgee and Lachlan Rivers; Spring, Eullalong, Jugiong, Mutta Muttama, Killicarrooa, Muringo, Yeo Yeo, Houlaghan's, Billabong, Narraburra, Burrangong, Ooma and other Creeks. Roads from Bowning to Binalong, Galong, Mt. Coglan &c.",[2/8070.1],-
Larmer,-,497,1840-46,"Survey of Farms, Grants, Town Allotments, Rivers, Creeks, Roads &c. Counties of Argyle, Camden, Murray, St. Vincent, and King. (Vide index in Field Book).",[2/5108],-
Larmer,-,452,1836,"Survey of Farms in Parishes Mangamore, Currowang, Towang; Sections and allottments Towns of Goulburn, Marulan and Bungonia - County Argyle. Farms in Parishes Werriwa, Merigan, Krawarree &c. Traverse of Queanbeyan, Molonglo, Shoalhaven, and Molonglo Rivers",[2/5069],-
Larmer,-,692,1851,Survey of track from Thorongalee to Cartwrights (on Barmedman Creek). Traverse of Barmedmans Creek - County Blanch. Track to Mirrool Creek. Travers of Mirrool Creek vide Counties Bourke and Cooper.,[2/8075.5],-
Larmer,-,693,1851,Survey of Farms - Parish Gooramma - Village Reserve - Corcoran and Back Creeks - County King. Town lots. Murringo - County Montreagle. Traverse of Ireland Creek - Cowal Lake - County Gipps. Farms at North Wagga Wagga; Lagoon &c. Dividing Range - County Cl,[2/8075.6],-
Larmer,-,636,1849-50,"Survey of allotments, Cemetries, Hills, Creeks &c. at Gundagai, Coolac, Jugiong and Mingles - Boorawa and Murrumbidgee Rivers. Jones Creek. Gundagai and Barwarren Rivers; Descriptions &c. Kimo Range - roads over Kimo Range and to Tumut - Counties of Harde",[2/8071.4],-
Larmer,-,637,1849,"Survey of roads - from Bowning to Harris Lagoon - to Bendinine - from Binalong to Cunningham's Plains - from Wallendoon to Jindale &c. Dividing Range to Mt. Bowning and portion of the Murrumbidgee River - Counties Harden, Buccleuch &c.",[2/8071.5],-
Larmer,-,638,1849,Traverse of Tyagong. Roads from Koorawatha to Bumbaldry - to Murringo; to Cassells and Survey to Townships of Murringo and Buralong - Counties of Harden and Moutreagle.,[2/8071.6],-
Larmer,-,639,1849,"Survey of road from Mt. Watts to Bogolong and part of the Lachlan River - Counties of Gipps, Forbes &c.",[2/8071.7],-
Larmer,-,343,1830,"Survey of parts of Cockle Bay & Darling Harbour & allotments fronting same. Allotments of 5 ac. Alexandria, Survey of Double Bay & surroundings, Woolloomooloo Estate & Bay; Parts of Sth Head Rd., Elizabeth St. (near Hyde Park), Botany Road. Creeks running",[2/4972],2628
Larmer,-,390,1832,"Survey of Ridges along Cowan Creek towards Hawkesbury River. Part of Cowan Creek and Jerusalem Bay, Broken Bay, Long Island, America Island, Pitt Water, the Basin and Scotland Island. Narrabeen Lagoon. Farms in Parishes of Broken Bay and Narrabeen. Allotm",[2/5015],-
Larmer,-,640,1849,"Survey of the Lachlan River, from Uabba to the Murrumbidgee River, and the Murrumbidgee to Tongul - Counties of Caira, Dowling, Franklin, Waradgery &c.",[2/8071.8],-
Larmer,-,572,1844-47,"Survey of Farms in Parish Wiambone - County Dampier. Parishes of Jerralong, Oallen, Norrong and Goulburn; Road in Parish Jerralong; Boro Creek &c. - County Argyle. Farms. Parishes Allabulla, Jinalemoney &c. County Murray. Farms - Parishes Derrinaullen Gun",[2/8067.2],-
Larmer,-,344,1830,Survey of reserve for village of Broke - County Northumberland. Road from Hunter River parish Lemington (County Hunter) to Maitland Road near town of Branxton County Northumberland (R.656).,[2/4973],2628
Larmer,-,391,1832,"Survey of Farms, Road at Narrabeen, Lane Cove River, Narrabeen Lagoon &c. County Cumberland.",[2/5016],-
Larmer,-,641,1849,"Survey of the Murrumbidgee River, from Tongul to Jugiong Counties of Waradgery and Harden.",[2/8071.9],-
Larmer,-,642,1849-50,"Surveys of the Lachlan, Murrumbidgee, Yass and Boorowa Rivers; Tyagong, Derringullen, Bowning, Congo and Spring Creeks, The Black Range and range dividing the waters of Lachlan and Murrumbidgee Rivers. Port Phillip and Adelaide Road. Road from Bowning to ",[2/8071.10],-
Larmer,-,467,1837,"Survey of Farms in Parishes Tarago, Wologorong, Currowang &c. Townships of Bungonia, Bullamalita and Marulan. Road from Bong Bong to Berrima and Burial Ground. County of Argyle. Farms - Parishes Jineroo, Merigan, Molonglo &c. Town of Bungendore. Traverse ",[2/5081],-
Larmer,-,468,1837-39,"Survey of Farms in Parishes Towrang, Narrangarril, Cookbundoon &c. Part of Goulburn and Billirambija Townships; Burial ground at Bungonia; at Bungonia; and Road from Springfield to Goulburn - County Argyle. Farms - Parishes Krawarree, Queanbeyan, Canberra",[2/5082],-
Larmer,-,715,1852,"Survey of Jugiong Reserve, Boorowa Flat Creek, Douglass Range &c. Counties of Harden and King.",[2/8077.10],-
Larmor,-,528,1842,"Traverse of Roads: Goulburn to Yass, Goulburn to Gunning; Roads to portions and crossing places Yass River. Road from Queanbeyan. Road to Lake George - County Argyle, King, and Murray.",[2/8064.5],-
Lewis,M,435,1835-39,Index to Grants City of Sydney and various Counties.,[2/5054],-
Mac Cabe,F P,524,1842,"Survey of portion of the Umaralla, Delegete and Snowy Rivers; Tanmongee Creek, Track from Delegete Hill towards Bendoc River, range divinding waters of Murrumbidgee and Snowy Rivers; Road from Snowy River to Scotts Station - Counties of Beresford, Wallace",[2/8064.1],-
Mac Cabe,F P,525,1842,Traverse of Snowy River; Happy Jack Creek and Mountain ranges - Counties of Wallace and Wellesley.,[2/8064.2],-
MacCabe,F P,526,1842,"Survey of Tracks and Mountain Ranges, principally in the County of Wellesley; also Bearings taken from various stations.",[2/8064.3],-
Mann,-,721,1853,"Survey of farms in the Parishes of Mulwaree, Garralaw, Bungonia &c. Traverse of Crisps Creek &c. - County Argyle.",[2/8078.3],-
Mann,-,749,1854,"Survey of farms - Parishes of Tarlo, Upper Tarlo, Strathaird, &c. and other Farms for W. Scott, Roberts, Brittan, McDonnell, Wyatt, Lynam, McCallam &c. (County Argyle) 6 Allotments. Town of Larbert (County Murray) Allotments at Bowral (County Camden).",[2/8080.3],-
Mann,E P,916,1860,Survey of Roads from Manly and Brighton to Pitt Water (County of Cumberland).,[2/8091.10],-
Mann,J F,775,1855,Survey of Farms in the County of Argyle.,[2/8082.4],-
Mann,J F,717,1852,Surveys in Counties Argyle and King from November.,[2/8077.11],-
Mann,J F,776,1852-56,"Survey of Farms in the Parishes of Nowra and Illaroo, County of St. Vincents; and Collector, Currowang, Gurrinda, Mulwarrie, and Tarrago County of Argyle.",[2/8082.5],-
Mann,J F,718,1852,Survey from 27th June to 20th April.,[2/8077.12],-
Mann,J F,777,1856,-,[2/8082.6],-
Mann,J F,719,1852-53,Survey of roads and portions around Bateman's Bay County Rous [St Vincent].,[2/8078.1],-
Mann,J F,658,1850,"Survey of farms in the Counties of Argyle, King, Camden, Georgiana, Murray and St. Vincent.",[2/8072.9],-
Mann,J F,671,1849-50,Surveys in various counties and parishes Shoalhaven District.,[2/8073.13],-
Mann,J F,791,1856,-,[2/8083.3],-
Mann,J F,694,1851-52,"Survey of farms in the Counties of Argyle, Camden, Georgiana, King, Murray and St Vincent. Allotments at Baw Baw.",[2/8075.7],-
Mann,J F,695,1852,"Survey of portions various Parishes in the Counties of Argyle, Camden, King, Murray and St. Vincent, also road from Cooroobya Creek to Ulladulla and survey of Village Reserve on Bangalore Creek.",[2/8075.8],-
Mann,J F,774,1855,"Survey of farms in the Counties of Argyle, Camden and King.",[2/8082.3],-
Mann,J H,875,1860,Survey of various wads in County Camden etc.,[2/8088.4],-
Mann,J H,877,1860-61,"Surveys effected around Kiama and Parishes Kembla, Illawarra.",[2/8088.6],-
Mann,John F,600,1848,"Miscellaneous surveys near Berrima, Pegar, Bungendore, Derrengullen, Goulburn, Marulan, Paddy's River, Yass &c.",[2/8068.4],-
Mann,John F,629,1848-49,"Survey of farms at Jerrawa, Yass River, Pudman, Blakeney, Wollondilly, Gundaroo, Marulan, Berrima &c. Counties of Argyle, Camden and King.",[2/8070.8],-
Mann,John F,630,1849,"Survey of farms at Jerrawa, Yass River, Wheeo, Wollondilly, Booroowa, Pudman, Phil's Creek, Tarlo, Grabbin Gullin &c. Counties of Argyle, Camden and King.",[2/8070.9],-
Mathew,-,396,1833,"Survey of Farms Parishes Cornelia, St. John &c. Parramatta River, Road &c. County Cumberland. Farms Parish Weromba &c. County Camden. Farms Parish Meehan; Town of Wilberforce, County Cook. Farms at McDonald River. Counties Hunter and Northumberland.",[2/5020],-
Mathew,F,381,1832,"Survey of Farms in Parishes of Gidley, Bankstown &c. Allotments for Church and School, Wharf &c. at Liverpool, Pitt Town, Campbell Town and Parishes of Cornelia, Castle Hill &c. Roads in Parishes of St. Luke, Cabramatta and Gidley. Reserve at Appin - Coun",[2/5006],-
Mathew,F,382,1832,"Survey of Farms in Parishes of Currency, Wilberforce and Meroo; Roads in Parishes of Wilberforce, Currency and Kurrajong - County Cook. Farms, Parishes St. Luke, Holdsworthy &c. Road Parish St. Luke. Allotments (Church, Burial Grounds and School) at Campb",[2/5007],-
Mathew,F,392,1832-33,"Survey of Portions, Allotments, Roads &c. in various parishes - Counties Cumberland, Northumberland, Hunter, Cook, and Camden.",[2/5017],-
Matthew,-,366,1831,"Survey of Ranges round Lake Macquarie and Tuggerah, Erina Mt. Parish Kincumber. Farms, Grants &c. in Parishes Kincumber, Gosford and Patonga. Bulbararing Lagoon - Parish Kincumber and Range from Robertson Point. Bearings from various points. County Northu",[2/4993],-
Matthew,-,345,1830,"Survey of grants, farms &c. in parishes McDonald &c. County Hunter. Villages of Broke & Haye. Part of Hunter River & road from Jerry’s Plains to the Wollombi River. Broken Back Ranges. County Northumberland.",[2/4974],2628
Matthew,F,326,1830,"Survey of Wollombi Brook and adjoining Ranges, County Northumberland.",[2/4955],2628
Matthew,F,327,1830,"Survey of part of Wollombi Brook, Broken Back and Sugar Loaf Ranges, connecting Wareng,Yengo and Warrawalong Stations &c. County Northumberland.",[2/4956],2628
Matthew,F,328,1830-31,"Survey of ranges - parishes Corrabare, Hay, Tuggerah and Gosforth. County Northumberland.",[2/4957],2628
Matthew,F,329,1830,"Survey of part of road from Wollombi to Jerry’s Plains, Counties Hunter and Northumberland. Portions of Windsor Road between Blacktown and Parramatta and allotments in the neighbourhood of Parramatta.",[2/4958],2628
Matthews,-,427,1834,"Survey of grants &c. Parishes St. Albans, Auburn &c. - County Northumberland. Farms Allotments Encroachments &c. in Parishes Field of Mars, Minto, Cowan &c. Towns of Windsor, Parramatta, Campbelltown, Pitt Town, Appin, Castlereagh and Liverpool. Burial gr",[2/5049],-
Matthews,-,359,1831,"Survey of Range between Tuggerah Lake and Wyong Creek. Parishes of Olney, Mandalong &c. Hills between Wyong Creek near Tuggerah Lake and Reids Mistake (at entrance to Lake Macquarie.) Bearings taken from different positions of surrounding country. County ",[2/4986],-
Matthews,-,360,1831,"Survey of Mountain Range West of Lake Macquarie; Part of Range to Reids Mistake (at entrance to Lake); Range connecting Mt. Warrawalong in Parish of Coongewai with Range west of Lake Macquarie. Myall Range Parishes Quarrybylong, Mulbring &c. County Northu",[2/4987],-
Matthews,-,361,1831,"Survey of Mountain Ranges along the West side of Lake Macquarie, Parishes of Dora, Corunbung &c. County of Northumberland.",[2/4988],-
Matthews,-,436,1835,"Surveys of Park and other Streets at Woolloomooloo; George Street West; Roads from Woolloomooloo towards South Head Road, Darlinghurst to Rushcutters Bay, Crown Land adjoining Fort Phillip; Levels in various Street - City of Sydney.",[2/5055],-
Matthews,F,436A,1835,"Levels of certain streets, City of Sydney.",[2/5056],-
McBrien,H,199,1822,"Survey of farms &c. parishes Picton, Bargo, Camden, Weromba &c. traverse of near Hunter Rivulet; Stony, Wattle, Spring, and other Creeks; road from near Stony Creek towards The Oaks; 1700 acres for a Township (Picton). County Camden.",[2/4843],2624
McBrien,J,197,1822,Survey of portion of the Hunter River and adjacent country near Newcastle.,[2/4841],2624
McBrien,J,198,1822,"Survey of coast, Hunter River, Narang, Nelson Creek and other Creeks - near Newcastle.",[2/4842],2624
McBrien,J,200,1822,"Trace of portions of the Hunter River and, Wallis Creek. County Northumberland.",[2/4844],2625
McBrien,J,201,1822,Survey of Dr. McLeod's 1000 ac. grant. Parish St. Luke and traverse of portion of the Liverpool Road. County Cumberland.,[2/4845],2625
McBrien,J,204,1823,"Survey of portion of the Macquarie and Campbell Rivers. Winburndale Rivulet &c.farms near Bathurst - Counties Roxburgh, Bathurst and Westmoreland.",[2/4846],2625
McBrien,J,205,1823,Traverse of road from Emu Plains to Bathurst. Survey of portion of the Macquarie and Fish Rivers. Also showing where Gold was first discovered.,[2/4847],2625
McBrien,J,206,1823,"Trace of Fish River, Winburndale Rivulet, Clear Creek, Solitary Creek. Roads from Fish River to Bathurst. Short traverses from various stations, and survey of portions parish Kelso, Counties Roxburgh and Westmoreland.",[2/4848],2625
McBrien,J,207,1823,"Survey of road, Bathurst to Mt. York. Counties Roxburgh, Bathurst, Westmoreland and Cook.",[2/4849],2625
McBrien,J,229,1824,"Traverse of Jervis Bay River, Coast Line; and several cleared portions at Jervis Bay - County St. Vincent.",[2/4869],2625
McBrien,J,230,1824,"Survey of farms, Boundary Lines, Tracks &c. Notes re: cleared land and clearing parties, vicinity of Picton; County Camden.",[2/4870],2625
McBrien,J,231,1824,Trace of portion of Coast Line Shoalhaven River from the Coast; Broughton Creek; Crookhaven River; Crookhaven Bight; &c. Counties Camden and St. Vincent.,[2/4871],2625
McBrien,J,234,1825,"Trace of portion of Windsor Road and Survey of portions of Castle Hill, South Colah, North Colah and Liberty Plains - County Cumberland.",[2/4872],2625
McBrien,J,235,1825,"Coast survey from the entrance to the Illawarra Lake to Black Head. Survey of farms, Parishes Wonona, Wollongong, Kembla, Calderwood, Kiama, Terragong and Jamberoo. Traverse of rivers, creeks and other features; Illawarra Lake - County Camden",[2/4873],2625
McCabe,-,595,1847,"Survey of Towamba River and branches; Jingery, Pericoe, and Wog Wog Creeks; Road towards Towamba; Hills about Pairbula &c. County of Auckland.",[2/8068.2],-
McCabe,-,667,1850,"Survey of the Murray River - from the Darling - Counties of Wentworth, Tara &c. Village Reserves at Mourquong - County of Wentworth; Euston (formerly Nowong) - County of Taila; and Towpruck County of Waljeers.",[2/8073.8],-
McCabe,-,616,1848,"Survey of parts of the Murrumbidgeee and Murray Rivers. Lakes Paitta, Waldaira and Taila, Caira, Taila, Bencuree, Bengallou Creeks &c. Road from Tandan to Coltwang and other roads &c. Counties Caira, Taila, Wentworth &c.",[2/8069.5],-
McCabe,-,617,1848,"Survey to portions of the Darling and Murray Rivers. Roads adjacent thereto, also from Pooncaira to Cuugpoonalo County Perry &c.",[2/8069.6],-
McCabe,-,548,1843,"Traverse of Wullwue, Fruina, Pan, Buckenderra, Wambrook Creeks - Vide Parish of Wambrook, ranges &c. County Wallace.",[2/8065.9],-
McCabe,-,549,1843,"Traverse of Wambrook &c. Roads towards Cooma, to Murrumbidgee River &c. County of Wallace.",[2/8065.10],-
McCabe,-,550,1843,Traverse of Wullwye and other Creeks; Murrumbidgee River and Mountain range - County Wallace.,[2/8065.11],-
McCabe,-,551,1843,"Traverse of Main Range (See F.B. no. 4 old no.) County Wallace, Beresford, or Buccleuch.",[2/8065.12],-
McCabe,-,442,1835,Traverse of Portion of the Great Western Road.,[2/5062],-
McCabe,-,552,1843,"Traverse of Main Range - passing ""Wyngellic"" Cambelong &c. County of Wellesley and passing Roads to Dr. Robertson's - To Hamilton to Brooks Head St. ""Ghederick"" - County Wallace. Church Land, Mumbulla Bega Country: Spur northeast of a Range. Ranges from m",[2/8065.13],-
